review_text,review_date,review_id,product_name,product_category,product_variant,product_price,product_url,product_id,rating,sold_count,shop_id,sentiment_label
"seller fast respons dan komunikatif, produk original, packing aman, kurir amanah. Tks.",10/22/2025,1731197721,IMURAN 50 MG BLISTER 25 TABLET,Kesehatan,,216674,https://www.tokopedia.com/apotek-azura-by-goapotik/imuran-50-mg-blister-25-tablet?extParam=ivf%3Dfalse,13416029931,5,250,17392312,positive
"Cepat diproses, barang sesuai, dan expired masih lama",11/24/2024,1122600997,IMURAN 50 MG BLISTER 25 TABLET,Kesehatan,,216674,https://www.tokopedia.com/apotek-azura-by-goapotik/imuran-50-mg-blister-25-tablet?extParam=ivf%3Dfalse,13416029931,5,250,17392312,positive
"pembelian ke dua,pengiriman selalu cepet,packingannya aman,sesuai pesenan,makasih ya",6/2/2025,1499391174,IMURAN 50 MG BLISTER 25 TABLET,Kesehatan,,216674,https://www.tokopedia.com/apotek-azura-by-goapotik/imuran-50-mg-blister-25-tablet?extParam=ivf%3Dfalse,13416029931,5,250,17392312,positive
"mantap, pengiriman cepat expired masih lama, dikasih bonus minyak pegal linu pula, rekomend lahh",10/23/2024,1109269974,IMURAN 50 MG BLISTER 25 TABLET,Kesehatan,,216674,https://www.tokopedia.com/apotek-azura-by-goapotik/imuran-50-mg-blister-25-tablet?extParam=ivf%3Dfalse,13416029931,5,250,17392312,positive
"sesuai pesenan,pengiriman cepet banget,packingannya juga aman banget",5/15/2025,1458739101,IMURAN 50 MG BLISTER 25 TABLET,Kesehatan,,216674,https://www.tokopedia.com/apotek-azura-by-goapotik/imuran-50-mg-blister-25-tablet?extParam=ivf%3Dfalse,13416029931,5,250,17392312,positive
packing rapi n aman. makasih ya dikasih bonus vitacimin.. pengiriman jg cpt..,11/2/2025,1747502626,IMURAN 50 MG BLISTER 25 TABLET,Kesehatan,,216674,https://www.tokopedia.com/apotek-azura-by-goapotik/imuran-50-mg-blister-25-tablet?extParam=ivf%3Dfalse,13416029931,5,250,17392312,positive
oke barangnya sekalian dikasih bonus vitamin,2/17/2025,1204002872,IMURAN 50 MG BLISTER 25 TABLET,Kesehatan,,216674,https://www.tokopedia.com/apotek-azura-by-goapotik/imuran-50-mg-blister-25-tablet?extParam=ivf%3Dfalse,13416029931,5,250,17392312,positive
"brng cpt smp,,,dpt bonus mnyk ky pth lg �mksh",10/23/2024,1109404564,IMURAN 50 MG BLISTER 25 TABLET,Kesehatan,,216674,https://www.tokopedia.com/apotek-azura-by-goapotik/imuran-50-mg-blister-25-tablet?extParam=ivf%3Dfalse,13416029931,5,250,17392312,positive
"ori, dan dibonusin vitacimin. Thank you",6/1/2025,1496750042,IMURAN 50 MG BLISTER 25 TABLET,Kesehatan,,216674,https://www.tokopedia.com/apotek-azura-by-goapotik/imuran-50-mg-blister-25-tablet?extParam=ivf%3Dfalse,13416029931,5,250,17392312,positive
packing nya rapih.harga bersaing,4/26/2025,1409555590,IMURAN 50 MG BLISTER 25 TABLET,Kesehatan,,216674,https://www.tokopedia.com/apotek-azura-by-goapotik/imuran-50-mg-blister-25-tablet?extParam=ivf%3Dfalse,13416029931,5,250,17392312,positive
mantap top seller,6/15/2025,1523731909,IMURAN 50 MG BLISTER 25 TABLET,Kesehatan,,216674,https://www.tokopedia.com/apotek-azura-by-goapotik/imuran-50-mg-blister-25-tablet?extParam=ivf%3Dfalse,13416029931,5,250,17392312,positive
"Terimakasih seller, Tokopedia dan kurir.. �",8/28/2025,1650118290,IMURAN 50 MG BLISTER 25 TABLET,Kesehatan,,216674,https://www.tokopedia.com/apotek-azura-by-goapotik/imuran-50-mg-blister-25-tablet?extParam=ivf%3Dfalse,13416029931,5,250,17392312,positive
biberi promosi VIT C,5/7/2025,1438752088,IMURAN 50 MG BLISTER 25 TABLET,Kesehatan,,216674,https://www.tokopedia.com/apotek-azura-by-goapotik/imuran-50-mg-blister-25-tablet?extParam=ivf%3Dfalse,13416029931,5,250,17392312,positive
pengiriman cepat...barang sesuai deskripsi...............�,11/2/2025,1747018642,Baygon Aerosol Cherry Blossom 600ml x2,Kesehatan,,69358,https://www.tokopedia.com/scjohnson/baygon-aerosol-cherry-blossom-600ml-x2-1729593265861004005?extParam=ivf%3Dfalse%26whid%3D20791229,1.00572E+11,5,250,2225915,positive
Aroma: Wangi Bahan: Baik Kebersihan: Baik Karakteristik: Bagus Alhamdulillah dpt harga 55rbu jadi lebih hemat �� sukses trus tiktok dan Baygon �� berkah selalu ��,9/20/2025,1686787023,Baygon Aerosol Cherry Blossom 600ml x2,Kesehatan,Default,69358,https://www.tokopedia.com/scjohnson/baygon-aerosol-cherry-blossom-600ml-x2-1729593265861004005?extParam=ivf%3Dfalse%26whid%3D20791229,1.00572E+11,5,250,2225915,positive
"Paket tiba dengan selamat, packing super safety pake bubblewraps,dapet harga promo,toko nya amanah, next order lg",8/8/2025,1618210526,Baygon Aerosol Cherry Blossom 600ml x2,Kesehatan,Default,69358,https://www.tokopedia.com/scjohnson/baygon-aerosol-cherry-blossom-600ml-x2-1729593265861004005?extParam=ivf%3Dfalse%26whid%3D20791229,1.00572E+11,5,250,2225915,positive
"Barang bagus,stok baru,exp 2029",12/10/2025,1807429174,Baygon Aerosol Cherry Blossom 600ml x2,Kesehatan,Default,69358,https://www.tokopedia.com/scjohnson/baygon-aerosol-cherry-blossom-600ml-x2-1729593265861004005?extParam=ivf%3Dfalse%26whid%3D20791229,1.00572E+11,5,250,2225915,positive
"Sukakk produknya. Yang datang sesuai. Tp cpt banget abisnya :(. Beli 4 botol, skrg udh sisa 1 botol",8/5/2023,1507919206,Baygon Aerosol Cherry Blossom 600ml x2,Kesehatan,Default,69358,https://www.tokopedia.com/scjohnson/baygon-aerosol-cherry-blossom-600ml-x2-1729593265861004005?extParam=ivf%3Dfalse%26whid%3D20791229,1.00572E+11,5,250,2225915,positive
Pesanan sesuai owngiriman cepat packing rapih,6/30/2024,1507919202,Baygon Aerosol Cherry Blossom 600ml x2,Kesehatan,Default,69358,https://www.tokopedia.com/scjohnson/baygon-aerosol-cherry-blossom-600ml-x2-1729593265861004005?extParam=ivf%3Dfalse%26whid%3D20791229,1.00572E+11,5,250,2225915,positive
Pesanan telah sampai dengan sukses. Respon penjual cepat. Produk sesuai deskripsi. Terima kasih.,8/8/2025,1618275375,Baygon Aerosol Cherry Blossom 600ml x2,Kesehatan,,69358,https://www.tokopedia.com/scjohnson/baygon-aerosol-cherry-blossom-600ml-x2-1729593265861004005?extParam=ivf%3Dfalse%26whid%3D20791229,1.00572E+11,5,250,2225915,positive
Makasi seller pesanan sudah sampai Aroma: Cherry blossom Bahan: Cair Kebersihan: Ok Karakteristik: Cair,7/31/2024,1507919215,Baygon Aerosol Cherry Blossom 600ml x2,Kesehatan,Default,69358,https://www.tokopedia.com/scjohnson/baygon-aerosol-cherry-blossom-600ml-x2-1729593265861004005?extParam=ivf%3Dfalse%26whid%3D20791229,1.00572E+11,5,250,2225915,positive
Aroma: Wangi menyegarkan Bahan: Cair &amp; berkaleng Kebersihan: Sangat terjaga Karakteristik: Bagus dan ok,12/5/2025,1798594023,Baygon Aerosol Cherry Blossom 600ml x2,Kesehatan,Default,69358,https://www.tokopedia.com/scjohnson/baygon-aerosol-cherry-blossom-600ml-x2-1729593265861004005?extParam=ivf%3Dfalse%26whid%3D20791229,1.00572E+11,5,250,2225915,positive
"Packing rapi, dan aman. Pesanan sesui dengm deskripsi. Trimakasih",11/2/2025,1747243865,Baygon Aerosol Cherry Blossom 600ml x2,Kesehatan,Default,69358,https://www.tokopedia.com/scjohnson/baygon-aerosol-cherry-blossom-600ml-x2-1729593265861004005?extParam=ivf%3Dfalse%26whid%3D20791229,1.00572E+11,5,250,2225915,positive
Aroma: Enak Bahan: Aman,11/13/2025,1764540495,Baygon Aerosol Cherry Blossom 600ml x2,Kesehatan,Default,69358,https://www.tokopedia.com/scjohnson/baygon-aerosol-cherry-blossom-600ml-x2-1729593265861004005?extParam=ivf%3Dfalse%26whid%3D20791229,1.00572E+11,5,250,2225915,positive
Produk dan bonusnya diterima dalam kondisi baik,8/16/2024,1507919208,Baygon Aerosol Cherry Blossom 600ml x2,Kesehatan,Default,69358,https://www.tokopedia.com/scjohnson/baygon-aerosol-cherry-blossom-600ml-x2-1729593265861004005?extParam=ivf%3Dfalse%26whid%3D20791229,1.00572E+11,5,250,2225915,positive
Exp masih lamaaaa....,12/4/2025,1796236648,Baygon Aerosol Cherry Blossom 600ml x2,Kesehatan,Default,69358,https://www.tokopedia.com/scjohnson/baygon-aerosol-cherry-blossom-600ml-x2-1729593265861004005?extParam=ivf%3Dfalse%26whid%3D20791229,1.00572E+11,5,250,2225915,positive
Pengiriman cepat produk bagus terima kasih,8/2/2024,1507919209,Baygon Aerosol Cherry Blossom 600ml x2,Kesehatan,Default,69358,https://www.tokopedia.com/scjohnson/baygon-aerosol-cherry-blossom-600ml-x2-1729593265861004005?extParam=ivf%3Dfalse%26whid%3D20791229,1.00572E+11,5,250,2225915,positive
Terimakasih barang sudah diterima dengan baik,7/30/2024,1507919205,Baygon Aerosol Cherry Blossom 600ml x2,Kesehatan,Default,69358,https://www.tokopedia.com/scjohnson/baygon-aerosol-cherry-blossom-600ml-x2-1729593265861004005?extParam=ivf%3Dfalse%26whid%3D20791229,1.00572E+11,5,250,2225915,positive
"Mantap sesuai deskripsi, terima kasih",8/22/2024,1507919210,Baygon Aerosol Cherry Blossom 600ml x2,Kesehatan,Default,69358,https://www.tokopedia.com/scjohnson/baygon-aerosol-cherry-blossom-600ml-x2-1729593265861004005?extParam=ivf%3Dfalse%26whid%3D20791229,1.00572E+11,5,250,2225915,positive
Aroma: Harum,12/5/2025,1797860199,Baygon Aerosol Cherry Blossom 600ml x2,Kesehatan,Default,69358,https://www.tokopedia.com/scjohnson/baygon-aerosol-cherry-blossom-600ml-x2-1729593265861004005?extParam=ivf%3Dfalse%26whid%3D20791229,1.00572E+11,5,250,2225915,positive
Fast respon,9/3/2025,1659502761,Baygon Aerosol Cherry Blossom 600ml x2,Kesehatan,Default,69358,https://www.tokopedia.com/scjohnson/baygon-aerosol-cherry-blossom-600ml-x2-1729593265861004005?extParam=ivf%3Dfalse%26whid%3D20791229,1.00572E+11,5,250,2225915,positive
Ok sesuai dengan kebutuhan,12/3/2025,1794836153,Baygon Aerosol Cherry Blossom 600ml x2,Kesehatan,Default,69358,https://www.tokopedia.com/scjohnson/baygon-aerosol-cherry-blossom-600ml-x2-1729593265861004005?extParam=ivf%3Dfalse%26whid%3D20791229,1.00572E+11,5,250,2225915,positive
Bagus. I love it,6/10/2024,1507919214,Baygon Aerosol Cherry Blossom 600ml x2,Kesehatan,Default,69358,https://www.tokopedia.com/scjohnson/baygon-aerosol-cherry-blossom-600ml-x2-1729593265861004005?extParam=ivf%3Dfalse%26whid%3D20791229,1.00572E+11,5,250,2225915,positive
"cepet sampai,harga murah tetapi ga murahan",10/13/2021,498978394,Anytime Convex Masker 4D Isi 3 Pcs - Masker Convex Anytime Earloop,Kesehatan,,11500,https://www.tokopedia.com/mandjur/anytime-convex-masker-4d-isi-3-pcs-masker-convex-anytime-earloop?extParam=ivf%3Dfalse,1902245974,5,250,824445,positive
barang hilang kesalahan dari ekspedisi anteraja,8/4/2021,443969289,Anytime Convex Masker 4D Isi 3 Pcs - Masker Convex Anytime Earloop,Kesehatan,,11500,https://www.tokopedia.com/mandjur/anytime-convex-masker-4d-isi-3-pcs-masker-convex-anytime-earloop?extParam=ivf%3Dfalse,1902245974,3,250,824445,neutral
"Barang sesuai pesanan, pengiriman Cepat",9/18/2022,756371235,Anytime Convex Masker 4D Isi 3 Pcs - Masker Convex Anytime Earloop,Kesehatan,,11500,https://www.tokopedia.com/mandjur/anytime-convex-masker-4d-isi-3-pcs-masker-convex-anytime-earloop?extParam=ivf%3Dfalse,1902245974,5,250,824445,positive
"oke aman lengkap, thank u",8/22/2025,1641435713,Anytime Convex Masker 4D Isi 3 Pcs - Masker Convex Anytime Earloop,Kesehatan,,11500,https://www.tokopedia.com/mandjur/anytime-convex-masker-4d-isi-3-pcs-masker-convex-anytime-earloop?extParam=ivf%3Dfalse,1902245974,5,250,824445,positive
oke �,7/16/2025,1576113915,Anytime Convex Masker 4D Isi 3 Pcs - Masker Convex Anytime Earloop,Kesehatan,,11500,https://www.tokopedia.com/mandjur/anytime-convex-masker-4d-isi-3-pcs-masker-convex-anytime-earloop?extParam=ivf%3Dfalse,1902245974,5,250,824445,positive
okee,4/25/2024,1032013075,Anytime Convex Masker 4D Isi 3 Pcs - Masker Convex Anytime Earloop,Kesehatan,,11500,https://www.tokopedia.com/mandjur/anytime-convex-masker-4d-isi-3-pcs-masker-convex-anytime-earloop?extParam=ivf%3Dfalse,1902245974,5,250,824445,positive
"Amanah, sesuai kurir. Langganan!",7/29/2021,438682413,Anytime Convex Masker 4D Isi 3 Pcs - Masker Convex Anytime Earloop,Kesehatan,,11500,https://www.tokopedia.com/mandjur/anytime-convex-masker-4d-isi-3-pcs-masker-convex-anytime-earloop?extParam=ivf%3Dfalse,1902245974,5,250,824445,positive
"Barang sesuai, kadaluarsa jauh, packingan rapi dan aman. Thankyou!!",1/10/2025,1141208106,SCANDERMA PLUS KRIM 10 GRAM,Kesehatan,,23843,https://www.tokopedia.com/apt-given-jaya-farma-by-goa/scanderma-plus-krim-10-gram?extParam=ivf%3Dfalse,3868592361,5,250,12174025,positive
Response Seller Cepat. Packing sdh terbuka waktu diterima (lihat photo). Ketika dichek barang masih utuh sesuai pesanan.,6/26/2025,1541911627,Baygon Aerosol Flower Garden 750ml x3,Kesehatan,,124230,https://www.tokopedia.com/scjohnson/baygon-aerosol-flower-garden-750ml-x3-1730791683543631208?extParam=ivf%3Dtrue%26whid%3D1794541,16064360018,5,250,2225915,positive
barang sesuai deskripsi packing nya juga ok banget pengiriman nya sangat cepat sekali penjual nya juga ok banget makasih ya gan semoga sukses selalu gbu,10/26/2025,1736628844,Baygon Aerosol Flower Garden 750ml x3,Kesehatan,,124230,https://www.tokopedia.com/scjohnson/baygon-aerosol-flower-garden-750ml-x3-1730791683543631208?extParam=ivf%3Dtrue%26whid%3D1794541,16064360018,5,250,2225915,positive
"Barang sudahditerima dengan baik, kelihatan bahan bakunya terbuat dati barang berkyalitas top banget, selalu pakai oroduk Baygon cq. SC JOHNSON, yang sudah top., dan barang ini sudah kesekian kali kami beli. Terima kasih seller",9/26/2025,1694724878,Baygon Aerosol Flower Garden 750ml x3,Kesehatan,,124230,https://www.tokopedia.com/scjohnson/baygon-aerosol-flower-garden-750ml-x3-1730791683543631208?extParam=ivf%3Dtrue%26whid%3D1794541,16064360018,5,250,2225915,positive
Terima Kasih pesanan sesuai deskripsi dan fast respond. Semoga,4/13/2025,1364667472,Baygon Aerosol Flower Garden 750ml x3,Kesehatan,,124230,https://www.tokopedia.com/scjohnson/baygon-aerosol-flower-garden-750ml-x3-1730791683543631208?extParam=ivf%3Dtrue%26whid%3D1794541,16064360018,5,250,2225915,positive
"Oke, barang diterima dengan baik. Packing oke, buat cadangan kalau diserbu nyamuk.",8/5/2025,1610811021,Baygon Aerosol Flower Garden 750ml x3,Kesehatan,,124230,https://www.tokopedia.com/scjohnson/baygon-aerosol-flower-garden-750ml-x3-1730791683543631208?extParam=ivf%3Dtrue%26whid%3D1794541,16064360018,5,250,2225915,positive
bagus buat mengatasi nyamuk... mungkin bisa kunga mengatasi yang ngamuk...,10/16/2025,1722777362,Baygon Aerosol Flower Garden 750ml x3,Kesehatan,,124230,https://www.tokopedia.com/scjohnson/baygon-aerosol-flower-garden-750ml-x3-1730791683543631208?extParam=ivf%3Dtrue%26whid%3D1794541,16064360018,5,250,2225915,positive
Sudah sampai tapi belum di coba. Sering2 kasih ptomo besar doong....,9/27/2025,1695245408,Baygon Aerosol Flower Garden 750ml x3,Kesehatan,,124230,https://www.tokopedia.com/scjohnson/baygon-aerosol-flower-garden-750ml-x3-1730791683543631208?extParam=ivf%3Dtrue%26whid%3D1794541,16064360018,5,250,2225915,positive
barang dikirim ke alamat yg salah. untungnya ada foto saat penerimaan. jd di cek kerumah2 sekeliling dg foto pagar rumah yg sesuai. ternyata dikirim kerumah tetangga. mohon laun kali kurirnya perhatikan alamat atau penulisan dari seller yg salah??,7/9/2025,1563852617,Baygon Aerosol Flower Garden 750ml x3,Kesehatan,,124230,https://www.tokopedia.com/scjohnson/baygon-aerosol-flower-garden-750ml-x3-1730791683543631208?extParam=ivf%3Dtrue%26whid%3D1794541,16064360018,5,250,2225915,positive
"Aroma: Harum bunga Bahan: Sipermetrin, imiprotein dll Pestisida dengan aroma bunga, cocok untuk membasmi lalat, nyamuk dan kecoa.",11/17/2025,1770695996,Baygon Aerosol Flower Garden 750ml x3,Kesehatan,Default,124230,https://www.tokopedia.com/scjohnson/baygon-aerosol-flower-garden-750ml-x3-1730791683543631208?extParam=ivf%3Dtrue%26whid%3D1794541,16064360018,5,250,2225915,positive
barang sesuai dg penawaran baik ukuran maupun jenisnya,5/30/2025,1493869966,Baygon Aerosol Flower Garden 750ml x3,Kesehatan,,124230,https://www.tokopedia.com/scjohnson/baygon-aerosol-flower-garden-750ml-x3-1730791683543631208?extParam=ivf%3Dtrue%26whid%3D1794541,16064360018,5,250,2225915,positive
"Sesuai pesanan, kemasan jg ok ��",11/27/2025,1785970211,Baygon Aerosol Flower Garden 750ml x3,Kesehatan,Default,124230,https://www.tokopedia.com/scjohnson/baygon-aerosol-flower-garden-750ml-x3-1730791683543631208?extParam=ivf%3Dtrue%26whid%3D1794541,16064360018,5,250,2225915,positive
Sudah sampai tapi belum di coba. Mudah mudahan cocokk yaaaa,10/16/2025,1723643722,Baygon Aerosol Flower Garden 750ml x3,Kesehatan,,124230,https://www.tokopedia.com/scjohnson/baygon-aerosol-flower-garden-750ml-x3-1730791683543631208?extParam=ivf%3Dtrue%26whid%3D1794541,16064360018,5,250,2225915,positive
Barang kualitas baik,10/4/2025,1705665043,Baygon Aerosol Flower Garden 750ml x3,Kesehatan,Default,124230,https://www.tokopedia.com/scjohnson/baygon-aerosol-flower-garden-750ml-x3-1730791683543631208?extParam=ivf%3Dtrue%26whid%3D1794541,16064360018,5,250,2225915,positive
Pengiriman cepat &amp; aman,7/27/2025,1594571236,Baygon Aerosol Flower Garden 750ml x3,Kesehatan,,124230,https://www.tokopedia.com/scjohnson/baygon-aerosol-flower-garden-750ml-x3-1730791683543631208?extParam=ivf%3Dtrue%26whid%3D1794541,16064360018,5,250,2225915,positive
sesuai pesanan,12/9/2025,1805440298,Baygon Aerosol Flower Garden 750ml x3,Kesehatan,,124230,https://www.tokopedia.com/scjohnson/baygon-aerosol-flower-garden-750ml-x3-1730791683543631208?extParam=ivf%3Dtrue%26whid%3D1794541,16064360018,5,250,2225915,positive
Bagus,5/16/2025,1505666899,Baygon Aerosol Flower Garden 750ml x3,Kesehatan,Default,124230,https://www.tokopedia.com/scjohnson/baygon-aerosol-flower-garden-750ml-x3-1730791683543631208?extParam=ivf%3Dtrue%26whid%3D1794541,16064360018,5,250,2225915,positive
Baik,8/30/2025,1652928816,Baygon Aerosol Flower Garden 750ml x3,Kesehatan,Default,124230,https://www.tokopedia.com/scjohnson/baygon-aerosol-flower-garden-750ml-x3-1730791683543631208?extParam=ivf%3Dtrue%26whid%3D1794541,16064360018,5,250,2225915,positive
Mantap,10/26/2025,1736123972,Baygon Aerosol Flower Garden 750ml x3,Kesehatan,Default,124230,https://www.tokopedia.com/scjohnson/baygon-aerosol-flower-garden-750ml-x3-1730791683543631208?extParam=ivf%3Dtrue%26whid%3D1794541,16064360018,5,250,2225915,positive
Good,10/4/2025,1705938422,Baygon Aerosol Flower Garden 750ml x3,Kesehatan,Default,124230,https://www.tokopedia.com/scjohnson/baygon-aerosol-flower-garden-750ml-x3-1730791683543631208?extParam=ivf%3Dtrue%26whid%3D1794541,16064360018,5,250,2225915,positive
Good,9/24/2025,1692163000,Baygon Aerosol Flower Garden 750ml x3,Kesehatan,Default,124230,https://www.tokopedia.com/scjohnson/baygon-aerosol-flower-garden-750ml-x3-1730791683543631208?extParam=ivf%3Dtrue%26whid%3D1794541,16064360018,5,250,2225915,positive
paket dtg keadaan paking bagus dan aman orderan sesuai permintaan,11/6/2025,1753490721,Super Tetra 250 mg 6 Kapsul Lunak - Antibiotik - Halodoc,Kesehatan,,11633,https://www.tokopedia.com/sbsfarmagadingserpong/super-tetra-250-mg-6-kapsul-lunak-antibiotik-halodoc?extParam=ivf%3Dfalse,8838023407,5,250,14095461,positive
"barang sampai dgn selamat pengiriman nya juga cepat, Terima kasih",12/6/2025,1800348186,Super Tetra 250 mg 6 Kapsul Lunak - Antibiotik - Halodoc,Kesehatan,,11633,https://www.tokopedia.com/sbsfarmagadingserpong/super-tetra-250-mg-6-kapsul-lunak-antibiotik-halodoc?extParam=ivf%3Dfalse,8838023407,5,250,14095461,positive
"barang sudah sampai sesuai pesanan &amp; cepat sampainya saya puas, terimakasih banyak bos �",9/23/2025,1689952185,Super Tetra 250 mg 6 Kapsul Lunak - Antibiotik - Halodoc,Kesehatan,,11633,https://www.tokopedia.com/sbsfarmagadingserpong/super-tetra-250-mg-6-kapsul-lunak-antibiotik-halodoc?extParam=ivf%3Dfalse,8838023407,5,250,14095461,positive
Barang sesuai pesanan,3/3/2025,1293605001,Super Tetra 250 mg 6 Kapsul Lunak - Antibiotik - Halodoc,Kesehatan,,11633,https://www.tokopedia.com/sbsfarmagadingserpong/super-tetra-250-mg-6-kapsul-lunak-antibiotik-halodoc?extParam=ivf%3Dfalse,8838023407,5,250,14095461,positive
bintang 5,11/7/2025,1755462565,Super Tetra 250 mg 6 Kapsul Lunak - Antibiotik - Halodoc,Kesehatan,,11633,https://www.tokopedia.com/sbsfarmagadingserpong/super-tetra-250-mg-6-kapsul-lunak-antibiotik-halodoc?extParam=ivf%3Dfalse,8838023407,5,250,14095461,positive
